Ticker,Idea,StockPrice,StockPriceDevelopment,MarketCap,Volume
XTLB,"XTL Biopharmaceuticals Ltd., a biopharmaceutical company, engages in the acquisition and development of pharmaceutical products for the treatment of autoimmune diseases. Its lead drug candidate is hCDR1, a Phase II-ready asset for the treatment of systemic lupus erythematosus and Sjogren's syndrome. It has a licensing agreement with Yeda Research and Development Company Limited for the research, development, and commercialization of hCDR1 for various indications. The company was formerly known as Xenograft Technologies Ltd. and changed its name to XTL Biopharmaceuticals Ltd. in July 1995. XTL Biopharmaceuticals Ltd. was incorporated in 1993 and is headquartered in Ramat Gan, Israel.",1.2100000381469727,-6.923070574652987,4958644.0,4039.0
XTN,"In seeking to track the performance of the S&P Transportation Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the transportation segment of the S&P Total Market Index (""S&P TMI"").",67.20999908447266,3.399998591496394,206120432.0,7409.0
XTNT,"Xtant Medical Holdings, Inc. develops, manufactures, and markets regenerative medicine products and medical devices for orthopedic and neurological surgeons in the United States and internationally. Its biomaterial products include OsteoSponge that provides a natural scaffold for cellular in-growth and exposes bone-forming proteins to the healing environment; OsteoSponge SC that fills bony defects in the subchondral region of joints; OsteoSelect DBM Putty for osteoinductive bone growth; OsteoSelect PLUS DBM Putty for use as a bone void filler and bone graft substitute in the pelvis, extremities, and posterolateral spine; OsteoFactor, which contains various proteins and peptides that support bone formation and remodeling; OsteoWrap; and OsteoVive Plus, a growth factor enriched cellular bone matrix. The company also provides 3Demin, a family of allografts that maximizes osteoconductivity and the osteoinductive potential of human bone. In addition, it processes and distributes sports allografts for anterior and posterior cruciate ligament repairs, anterior cruciate ligament reconstruction, and meniscal repair; milled spinal allografts for cortical bone milled to desired shapes and dimensions; and traditional allografts for orthopedics, neurology, podiatry, oral/maxillofacial, genitourinary, and plastic/reconstructive applications. Further, the company offers Certex spinal fixation, Spider cervical plating, Axle interspinous fusion, Silex Sacroiliac joint fusion, Xpress minimally invasive pedicle screw, and Fortex Pedicle screw systems. Additionally, it provides Calix for cervical and thoracolumbar applications, Axle-X interspinous fusion system, Irix-C cervical integrated fusion system, and Irix-A Lumbar integrated fusion system. The company was formerly known as Bacterin International Holdings, Inc. and changed its name to Xtant Medical Holdings, Inc. in July 2015. Xtant Medical Holdings, Inc. is headquartered in Belgrade, Montana.",0.6600000262260437,-58.22784757598857,141786704.0,33721.0
XWEL,"XWELL, Inc., a health and wellness services company, provides spa services at airports. It operates through XpresSpa, XpresTest, Treat, and HyperPointe segments. The company offers spa services, including massage, and nail and skin care, as well as spa and travel products; and retail products. It also provides diagnostic COVID-19 tests at XpresCheck wellness centers in airports; and other medical diagnostic testing services. In addition, the company offers marketing support to health and health-related channels. It operates stores, as well as offers its services through an integrated digital platform. The company was formerly known as XpresSpa Group, Inc. and changed its name to XWELL, Inc. in October 2022. XWELL, Inc. was founded in 2006 and is headquartered in New York, New York.",7.199999809265137,-80.95238107252133,8140041.0,11161.0
XXII,"22nd Century Group, Inc., an agricultural biotechnology company, focuses on tobacco harm reduction, reduced nicotine tobacco, and enhancing health and wellness through plant science for the life science and consumer products industries. It develops very low nicotine content tobacco and cigarette products under the VLN King and VLN Menthol King names; and SPECTRUM research cigarettes for use in independent clinical studies. The company has collaboration with Keygene N.V. to develop hemp/cannabis plants for exceptional cannabinoid profiles and other superior agronomic traits for medical, therapeutic, and agricultural uses, as well as other applications. 22nd Century Group, Inc. was founded in 1998 and is headquartered in Buffalo, New York.",221.0399932861328,-19.210530571953612,11920005.0,1432781.0
XYF,"X Financial provides personal finance services in the People's Republic of China. The company offers services as an online marketplace connecting borrowers and investors. Its loan products include Xiaoying credit loan, which consists of Xiaoying card loan; and Xiaoying preferred loan to small business owners, as well as Xiaoying revolving loan. The company also offers Xiaoying housing loan, a home equity loan product for property owners; investment products through Xiaoying wealth management platform, such as loans, money market, and insurance products; and loan facilitation services to other platforms. The company was incorporated in 2014 and is headquartered in Shenzhen, the People's Republic of China.",3.0199999809265137,-42.803032937073844,176951616.0,3951.0
XYL,"Xylem Inc., together with its subsidiaries, engages in the design, manufacture, and servicing of engineered products and solutions for the water and wastewater applications in the United States, Europe, the Asia Pacific, and internationally. It operates through three segments: Water Infrastructure, Applied Water, and Measurement & Control Solutions. The Water Infrastructure segment offers various products, including water, storm water, and wastewater pumps; controls and systems; filtration, disinfection, and biological treatment equipment; and mobile dewatering equipment and rental services under the Flygt, Godwin, Sanitaire, Leopold, Wedeco, and Xylem Vue brand names for the transportation and treatment of water. The Applied Water segment provides pumps, valves, heat exchangers, controls, and dispensing equipment systems under the Goulds Water Technology, Bell & Gossett, A-C Fire Pump, Standard Xchange, Lowara, Jabsco, Xylem Vue, and Flojet brand names for residential and commercial building services, and industrial water applications. The Measurement & Control Solutions segment offers smart meters, networked communication devices, data analytics, test equipment, controls, sensor devices, software and managed services, and critical infrastructure services; and software and services, including cloud-based analytics, remote monitoring and data management, leak detection, condition assessment, asset management, and pressure monitoring solutions, as well as testing equipment. This segment sells its products under the Pure Technologies, Sensus, Smith Blair, WTW, Xylem Vue, and YSI brand names. The company markets and sells its products through a network of direct sales force, resellers, distributors, and value-added solution providers. Xylem Inc. was formerly known as ITT WCO, Inc. and changed its name to Xylem Inc. in May 2011. Xylem Inc. was incorporated in 2011 and is headquartered in Washington, District of Columbia.",110.56999969482422,38.47213751752205,22401912832.0,1231013.0
XYLD,"The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index measures the performance of a hypothetical portfolio that employs a covered call strategy. A covered call strategy is generally considered to be an investment strategy in which an investor buys a security, and sells (or ""writes"") a call option on that security in an attempt to generate more income.",39.369998931884766,-23.030307414622754,2852474624.0,423674.0
YALA,"Yalla Group Limited operates a social networking and entertainment platform primarily in the Middle East and North Africa region. It provides mobile applications, including Yalla, a voice-centric group chat platform; and Yalla Ludo, a casual gaming application. The company's platform offers group chatting and games services; and sells virtual items, as well as provides upgrade services. The company was formerly known as FYXTech Corporation. Yalla Group Limited was founded in 2016 and is headquartered in Dubai, the United Arab Emirates.",3.5,-50.0,835878656.0,180940.0
YANG,"The fund, under normal circumstances, invests at least 80% of the fund’s net assets (plus borrowing for investment purposes) in swap agreements, futures contracts, short positions or other financial instruments that provide inverse (opposite) or short daily exposure to the index or to ETFs that track the index. The index consists of the 50 largest and most liquid public Chinese companies currently trading on the Hong Kong Stock Exchange (""SEHK""). The fund is non-diversified.",237.8000030517578,-66.76914321342092,152357184.0,2522216.0
YCBD,"cbdMD, Inc. produces and distributes various cannabidiol (CBD) products. The company owns and operates consumer hemp-based CBD brands, such as cbdMD, Paw CBD, and cbdMD Botanicals. Its cbdMD brand products include CDB tinctures, gummies, topicals, capsules, bath bombs, bath salts, and sleep aids. The company also offers veterinarian-formulated products, including tinctures, chews, and topicals under the Paw CBD brand name. It distributes its products through its e-commerce website, third-party e-commerce sites, wholesalers, and various brick and mortar retailers in the United States. The company was formerly known as Level Brands, Inc. and changed its name to cbdMD, Inc. in May 2019. cbdMD, Inc. was incorporated in 2015 and is headquartered in Charlotte, North Carolina.",10.21500015258789,-90.29914543538338,2743821.0,9162.0
YCL,"The fund seeks to meet its investment objective by investing under normal market conditions in any one of, or combinations of, Financial Instruments based on the fund’s benchmark. It will also hold cash or cash equivalents such as U.S. Treasury securities or other high credit quality, short-term fixed-income or similar securities as collateral for Financial Instruments and pending investment in Financial Instruments.",34.560001373291016,-38.21951694365956,17507896.0,32314.0
YCS,"The fund seeks to meet its investment objective by investing under normal market conditions in any one of, or combinations of, Financial Instruments based on the fund’s benchmark. It will also hold cash or cash equivalents such as U.S. Treasury securities or other high credit quality, short-term fixed-income or similar securities as collateral for Financial Instruments and pending investment in Financial Instruments.",53.56999969482422,40.60367937077717,26172396.0,15304.0
YETI,"YETI Holdings, Inc. designs, markets, retails, and distributes products for the outdoor and recreation market under the YETI brand. It offers coolers and equipment, including hard and soft coolers, cargo, bags, outdoor living, and associated accessories. The company also provides drinkware products, such as colsters, lowballs, wine tumblers, stackable pints, mugs, tumblers, straw mugs and cups, bottles, jugs, and water bottles, as well as accessories comprising bottle straw and chug caps, lids, straw lids, color packs, tumbler handles, and jug mounts under the Rambler brand. In addition, it offers YETI-branded gear products, such as hats, shirts, bottle openers, and ice substitutes. The company sells its products through independent retailers, including outdoor specialty, hardware, sporting goods, and farm and ranch supply stores, as well as through Website. It operates in the United States, Canada, Australia, New Zealand, Europe, Hong Kong, China, Singapore, and Japan. YETI Holdings, Inc. was founded in 2006 and is headquartered in Austin, Texas.",41.310001373291016,18.366760937414263,3668953600.0,999119.0
YEXT,"Yext, Inc. organizes business facts to provide answers to consumer questions in North America and internationally. It operates Yext platform, a cloud-based platform that allows its customers to provide answers to consumer questions, to control the facts about their businesses and the content of their landing pages, and to manage their consumer reviews, as well as provides customers to update their information and content through its knowledge network of approximately 200 maps, apps, search engines, intelligent GPS systems, digital assistants, vertical directories, and social networks. The platform enables its customers to centralize, control and manage data fields, including store information, such as name, address, phone number and holiday hours; professional information, comprising of headshot, specialties, and education; job information, consisting of title and description; and FAQs and other information. It serves the healthcare, retail, and financial services industries. The company was incorporated in 2006 and is headquartered in New York, New York.",6.53000020980835,-55.3961744762755,778018752.0,819420.0
YGMZ,"MingZhu Logistics Holdings Limited, through its subsidiaries, provides trucking services in the People's Republic of China. It also provides car-hailing and driver management services, and car owner services. The company serves sizeable third-party logistics companies, freight forwarders, and warehouse operators, as well as other supply chain service providers. MingZhu Logistics Holdings Limited was founded was founded in 2002 and is headquartered in Shenzhen, the People's Republic of China.",6.736000061035156,-80.18823511460248,16531417.0,1985399.0
YHGJ,"Yunhong Green CTI Ltd. develops, produces, distributes, and sells consumer products in the United States and internationally. It offers novelty products, including foil balloons; latex balloons under the Partyloons name; and toy balloon products, which include punch balls, water bombs, and balloons twisted into shapes, as well as other inflatable toy items. The company also offers packaging films and custom film products for food, and other commercial and packaging applications; and container products, as well as assembles and sells Candy Blossom product line. It primarily serves various retail outlets, including general merchandise stores, discount and drugstore chains, grocery chains, card and gift shops, party goods stores, and florists and balloon decorators. The company sells its products directly, as well as through a network of distributors and wholesalers, retail chains, and independent sales representatives. The company was formerly known as Yunhong CTI Ltd. and changed its name to Yunhong Green CTI Ltd. in August 2023. Yunhong Green CTI Ltd. was founded in 1983 and is headquartered in Lake Barrington, Illinois.",1.0399999618530273,20.930226110909274,49438128.0,25675.0
YINN,"The fund, under normal circumstances, invests at least 80% of its net assets (plus borrowing for investment purposes) in financial instruments, such as swap agreements, exchange-traded funds (""ETFs"") that track the index, securities of the index and other financial instruments that provide daily leveraged exposure to the index or to ETFs that track the index. The index consists of the 50 largest and most liquid public Chinese companies currently trading on the Hong Kong Stock Exchange. The fund is non-diversified.",46.18000030517578,-90.37114267775709,697452480.0,2251950.0
YJ,"Yunji Inc., together with its subsidiaries, operates a social e-commerce platform in the People's Republic of China. It offers a range of product categories that cater various daily needs of users and their households, including beauty and personal care, household goods, cloths, food and fresh produce, computer and electronics, apparel, bags and cases, baby and maternity products, and home appliances. The company was founded in 2015 and is headquartered in Hangzhou, the People's Republic of China.",32.68000030517578,-81.7633923762763,18771120.0,40715.0
YLD,"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus any borrowings for investment purposes, in below-investment grade (commonly known as ""junk"" or “high yield”) fixed income securities, such as bonds and bank loans. It invests in U.S. treasury bills, bonds, and other obligations issued or guaranteed by the U.S. government or its agencies or instrumentalities, investment grade bank loans (also known as senior floating rate interests), and preferred securities.",17.850000381469727,-13.20204270401836,107398512.0,17328.0
YMAB,"Y-mAbs Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the development and commercialization of novel antibody based therapeutic products for the treatment of cancer in the United States. It offers DANYELZA, a monoclonal antibody in combination with granulocyte-macrophage colony-stimulating factor for the treatment of pediatric patients with relapsed or refractory high-risk neuroblastoma. The company is also developing DANYELZA for the treatment of patients with second-line relapsed osteosarcoma and is in Phase II clinical study; GD2-SADA, which is in Phase I clinical trial for the treatment of GD2 positive solid tumor; and Omburtamab, a murine monoclonal antibody which has completed pivotal phase 2 clinical trials for the treatment of central nervous system/ leptomeningeal metastases from neuroblastoma, and Omburtamab 03-133 that is in phase 1 clinical trials for the treatment of intrathecal immunotherapy for CNS/leptomeningeal metastases. In addition, its product pipeline includes huB7-H3 for the treatment of systemic solid tumors. The company has a license agreement with Memorial Sloan Kettering Cancer Center and Massachusetts Institute of Technology to develop and commercialize licensed products. Y-mAbs Therapeutics, Inc. was incorporated in 2015 and is headquartered in New York, New York.",4.880000114440918,-83.99999962478387,235330976.0,200362.0
YMM,"Full Truck Alliance Co. Ltd., together with its subsidiaries, operates a digital freight platform that connects shippers with truckers to facilitate shipments across distance ranges, cargo weights, and types in the People's Republic of China. The company offers freight listing, matching, and brokerage services; and online transaction services, as well as various value-added services, such as credit solutions, insurance brokerage, software solutions, electronic toll collection, and energy services. It also provides technology development and other services. The company was founded in 2011 and is based in Guiyang, China.",8.0,-61.904761904761905,7599981568.0,3946480.0
YOSH,"Yoshiharu Global Co. operates Japanese restaurants in California. It offers ramen, sushi rolls, bento boxes, and other Japanese cuisines. The company was founded in 2016 and is based in Buena Park, California.",13.699999809265137,-67.1462840321075,5512440.0,16282.0
YOTA,"Yotta Acquisition Corporation does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities. The company intends to focus on high technology, blockchain, software and hardware, ecommerce, social media, and other general business industries worldwide. Yotta Acquisition Corporation was incorporated in 2021 and is based in New York, New York.",10.039999961853027,2.1363178003749117,78002344.0,10.0
YOU,"Clear Secure, Inc. operates a secure identity platform under the CLEAR brand name primarily in the United States. Its secure identity platform is a multi-layered infrastructure consisting of front-end, including enrollment, verification, and linking. The company also offers CLEAR Plus, a consumer aviation subscription service, which enables access to predictable entry lanes in airport security checkpoints, as well as access to broader network; and CLEAR mobile app, which is used to enroll new members and enhance the experience for existing members. In addition, it provides Reserve powered by CLEAR, a virtual queuing technology that provides users with the choice of how they queue either at home or on the move; and Atlas Certified, an automated solution to verify professional licenses and certification data across industries by communicating with certifying organizations for on-demand, current, and trusted data. The company was founded in 2010 and is headquartered in New York, New York.",27.43000030517578,-31.424999237060547,2777857280.0,1019030.0
YPF,"YPF Sociedad Anónima, an energy company, engages in the oil and gas upstream and downstream activities in Argentina. Its upstream operations include the exploration, exploitation, and production of crude oil, natural gas, and NGLs. The company's downstream operations include the refining, marketing, and distribution of oil and petroleum products, as well as petroleum derivatives, such as petrochemicals, hydrocarbons, non-fossil fuels, biofuels, and related components; and production of hydrocarbons electric power. Its gas and power operations include transportation, commercialization, and distribution of natural gas; operation of regasification terminals; conditioning, processing, and separation of natural gas; and power generation. The company had interests in 116 oil and gas fields; approximately 606 million barrels (mmbbl) of oil; and approximately 2,826 billion cubic feet (bcf) of gas. It also had a retail distribution network of 1,658 YPF-branded service stations; and 17 exploration permits. In addition, the company owns and operates three refineries with combined annual refining capacity of approximately 119.7 mmbbl; approximately 2,800 kilometers of crude oil pipelines with approximately 640,000 barrels of aggregate daily transportation capacity of refined products; and crude oil tankage of approximately 7 mmbbl, as well as maintains terminal facilities at five Argentine ports. Further, it participates in 21 power generation plants with an aggregate installed capacity of 3,091 megawatts; offers diesel, fertilizers, lubricants, phytosanitary products, and ensiling bags; and supplies diesel, gasoline, fuel oil, coal, asphalts, paraffin, and sulfur, CO2, decanted oil, and aromatic extract. The company was founded in 1977 and is headquartered in Buenos Aires, Argentina.",9.1899995803833,-18.38366435543221,14598629376.0,2061719.0
YQ,"17 Education & Technology Group Inc., an education technology company, provides education and education technology services in the People's Republic of China. It also offers other educational products and services, including membership-based educational content subscriptions to à la carte workbooks, study plans, and associated services. In addition, the company offers teaching and learning SaaS solutions, such as education informatization services for education-related government entities, schools, and service providers. 17 Education & Technology Group Inc. was incorporated in 2012 and is headquartered in Beijing, the People's Republic of China.",10.199999809265137,-95.17502360276333,41364400.0,12103.0
YRD,"Yiren Digital Ltd., through its subsidiaries, operates as an online consumer finance marketplace that connects borrowers and investors in the People's Republic of China. The company operates through Wealth, Credit, and Other segments. It offers loan facilitation services; and post-origination services, such as cash processing, collection, and SMS services. It also distributes short-term cash management and insurance products. In addition, the company offers consultancy; information technology support; referral; and IT, system maintenance, and customer support services. Further, it involved in the provision of services for financing lease; and insurance brokerage and electronic commerce businesses. The company offers its products through a wealth management website and mobile application. The company was formerly known as Yirendai Ltd. and changed its name to Yiren Digital Ltd. in September 2019. Yiren Digital Ltd. was founded in 2012 and is based in Beijing, the People's Republic of China. Yiren Digital Ltd. is a subsidiary of Creditease Holdings (Cayman) Limited.",1.3700000047683716,-78.25396883664907,212671216.0,65808.0
YSG,"Yatsen Holding Limited, together with its subsidiaries, engages in the development and sale of beauty products under the Perfect Diary, Little Ondine, Pink Bear, Abby's Choice, GalÃnic, DR.WU, Eve Lom, and EANTiM brands in the People's Republic of China. The company offers color cosmetics for lips, eyes, and face; skin care products, including face serums and creams, eye creams, masks, toners, makeup removers, cleansers, ampoules, and anti-acne patches; and beauty tools and kits, sunscreen products, colored contact lenses, and beauty devices. It sells its products through stores and online channel. The company was formerly known as Mangrove Bay Ecommerce Holding (Cayman) and changed its name to Yatsen Holding Limited in January 2019. Yatsen Holding Limited was founded in 2016 and is headquartered in Guangzhou, China.",7.300000190734863,-92.06521718398385,539538048.0,338131.0
YTEN,"Yield10 Bioscience, Inc. operates as agricultural bioscience company in the United States. The company primarily focus on production of low carbon products through processing Camelina seeds. Its products include Camelina oil for low carbon biofuel feedstock; Omega-3 oils for nutrition; and PHA bioplastics for biodegradable zero waste packaging solutions. The company was formerly known as Metabolix, Inc. and changed its name to Yield10 Bioscience, Inc. in January 2017. Yield10 Bioscience, Inc. was incorporated in 1992 and is headquartered in Woburn, Massachusetts.",40.08000183105469,-78.02631405031686,3689704.0,99898.0
YTRA,"Yatra Online, Inc. operates as an online travel company in India and internationally. It operates in Air Ticketing, and Hotels and Packages, and Other Services segments. The company provides travel-related services, including domestic and international air ticketing, hotel bookings, homestays, holiday packages, bus ticketing, rail ticketing, cab bookings, and ancillary services for leisure and business travelers. It also offers various services, including exploring and searching comprises web and mobile platforms that enable customers to explore and search flights, hotels, holiday packages, buses, trains, and activities through its website, www.yatra.com. In addition, the company provides its services through mobile applications that comprise Yatra, a mobile interface; Yatra Web Check-In, an application for flight check-in process for travelers; and Yatra Corporate, a self-booking application for business customers. Further, it offers tours, sightseeing, shows, and event services; rail and cab services, and other ancillary travel services; and sells travel vouchers and coupons. The company was incorporated in 2005 and is based in Gurugram, India.",2.4100000858306885,-24.2138353698753,118809544.0,56176.0
YUM,"Yum! Brands, Inc., together with its subsidiaries, develops, operates, and franchises quick service restaurants worldwide. The company operates through four segments: the KFC Division, the Taco Bell Division, the Pizza Hut Division, and the Habit Burger Grill Division. It operates restaurants under the KFC, Pizza Hut, Taco Bell, and The Habit Burger Grill brands, which specialize in chicken, pizza, made-to-order chargrilled burgers, sandwiches, Mexican-style food categories, and other food products. The company was formerly known as TRICON Global Restaurants, Inc. and changed its name to Yum! Brands, Inc. in May 2002. Yum! Brands, Inc. was incorporated in 1997 and is headquartered in Louisville, Kentucky.",128.0800018310547,25.359698665419717,33468403712.0,1267086.0
YUMC,"Yum China Holdings, Inc. owns, operates, and franchises restaurants in the People's Republic of China. The company operates through KFC, Pizza Hut, and All Other segments. It operates restaurants under the KFC, Pizza Hut, Taco Bell, Lavazza, Little Sheep, and Huang Ji Huang concepts. The company also operates V-Gold Mall, a mobile e-commerce platform, which sells electronics, home and kitchen accessories, and other general merchandise, as well as fried rice, steak, and pasta; and offers online food deliver services. Yum China Holdings, Inc. was incorporated in 2016 and is headquartered in Shanghai, the People's Republic of China.",54.650001525878906,11.23549834674456,21922660352.0,981871.0
YXI,"The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index comprises 50 of the largest and most liquid Chinese stocks (H Shares, Red Chips and P Chips) listed and trading on the Hong Kong Exchange (HKEx). The fund is non-diversified.",17.43000030517578,0.3454200520639169,8012797.0,1304.0
YYY,"The fund will normally invest at least 80% of its net assets in securities of the index. Because the index is comprised of securities issued by other investment companies, the fund operates in a manner that is commonly referred to as a ""fund of funds,"" meaning that it invests its assets in shares of funds that are included in the index. The index seeks to measure the performance of the top 45 U.S. exchange-listed closed-end funds.",11.649999618530273,-34.9525420559195,365685792.0,89387.0
Z,"Zillow Group, Inc. operates real estate brands on mobile applications and Websites in the United States. The company operates through Internet, Media & Technology (IMT); Mortgages; and Homes segments. Its IMT segment offers premier agent and rentals marketplaces, as well as other services, which includes new construction marketplace, advertising, and business technology solutions, as well as display and dotloop and floor plans. The company's Mortgages segment provides mortgage originations and the sale of mortgages, and advertising to mortgage lenders and other mortgage services. Its Homes segment offers title and escrow services. The company's brand portfolio includes Zillow Premier Agent, Zillow Home Loans, Zillow Closing Services, Zillow Rentals, Trulia, StreetEasy, HotPads, and Out East; and Mortech, a suite of marketing software and technology solutions for the real estate industry, as well as New Home Feed and ShowingTime+, and Bridge Interactive. Zillow Group, Inc. was incorporated in 2004 and is headquartered in Seattle, Washington.",32.209999084472656,-28.754700869845497,9807198208.0,2961421.0
ZAPP,"Zapp Electric Vehicles Limited operates an electric motorcycle company. Its i300 is the first in a suite of electric two-wheelers that the company plans to bring to market. It offers a direct-to-customer experience known as DSDTC (drop-ship-direct-to-customer). The company sells its product the i300, to customers online and delivered to the home, as well as provides at-home inspection, service, and support throughout the vehicle ownership lifecycle. The company was incorporated in 2017 and is based in Bangkok, Thailand, with additional office in Paris, France.",203.8000030517578,3.6622567267119917,28331676.0,296391.0
